SENTENCE,SENTIMENT
"His company uses fungi to make vitamin B2, and has a license agreement with Genomatica, a company that spent $300 million on biofuels in the first wave, and now fashions E. coli bacteria to spit out the basics of biodegradable shopping bags.",0
"This year those I loved included ""The Conservative Heart"" by Arthur C. Brooks, a stirring reminder of the power and happiness that come from the existence and nurture of basic human dignity.",1
About 18 commercial carbon capture and storage facilities operate around the world today but the technology is still too expensive to roll out on a large scale.,-1
It's likely that these pictures are the best we'll ever see.,1
"AAA found self-serve, regular selling for as low as $1.89 per gallon and as high as $2.19.",0
"It is never without risk, but the vast majority of them tell me that it is the best thing they have ever done.",1
"Also, there are giant animals.",0
"says Kevin Esvelt, an evolutionary engineer at the Massachusetts Institute of Technology.",0
"Improving humans  If germ-line engineering becomes part of medical practice, it could lead to transformative changes in human well-being, with consequences to people's life span, identity, and economic output.",1
"Modern plant breeding relies on random mutations to produce favourable outcomes, and then selects for desirable mutations.",1
Her husband remains a Chinese citizen.,0
"But Mayo has stoked the phenomenon with press releases talking up potentially ""transformative"" anti-aging results from its labs.",-1
"Even if we differ on whether to release engineered Lyme-resistant mice into the woods, ensuring that ecological engineering proposals start small and invite community guidance is a project everyone can support.",1
That is why we at Novartis are expanding our footprint in Cambridge.,0
do not infect embryos.,-1
Now lobbyists think for them.,0
"If I want to know what’s going on inside your brain, I have to ask you: “What’s going on in your head?” You will then query the small portion of your brain you’re aware of.",-1
"Sydney Scott, assistant professor of marketing in Olin Business School, at Washington University in St Louis, conducted several surveys on perceptions about GM foods.",0
"John Hardy, of the University College London, won for discovering mutations in the Amyloid Precursor Protein gene (APP) that causes early onset Alzheimer's disease.",1
Even those who are preoccupied with more immediate issues such as HIV testing and access to medicines in the developing world are fascinated by the scientific promise.,1
"Americans love bread, but they are also wary of scientifically modified food, as shown by the debate over genetically modified organisms.",-1
"The unexpected discovery will help researchers understand how our own ancestors left the water, transforming fins into limbs that they could use to move around on land.",0
"In 2011, Doudna co-founded Caribou Biosciences with fellow researcher Rachel Haurwitz, who is currently its president and CEO; in 2013, Doudna and several other researchers -- including Feng Zheng, whose work is at the core of the Broad's patent -- founded Editas Medicine; and in 2014, she co-founded Intellia Therapeutics.",0
"Quinton Smith  Where he is a post-doc: MIT  Focus: Can “mini livers"" be engineered in the lab from stem cells?",0
"“This really feels much more like a publicity stunt to show that it could be done,"" Truog said.",-1
"He had done ""would still be considered irresponsible.""",-1
Many diseases are caused by the buildup of proteins that are misshapen or don't work properly.,-1
"That March, according to documents, he came to an ethics committee at a South China hospital with a proposal for a clinical trial of a treatment intended to make children immune to HIV.",1
"Scientists have fiddled with genes for decades, but in clumsy ways.",-1
"Some tourists saw no problem with genetically engineered crops, Ms. Alt recalls, while others didn't understand why they were necessary.",0
We heard that you met with some scientists here to have some one-on-ones.,0
"The University of Pennsylvania has spent nearly two years addressing federal and other requirements, including numerous safety checks designed to minimize risks to patients.",0
Others predict that hard-to-oppose medical uses will be identified.,1
"Credit: By Janelle Nanos Globe Staff  Caption:  Dr. Harald C. Ott, who has focused on whole organ regeneration at Harvard's Center for Regenerative Medicine, spoke at Tuesday's presentation.",0
"Both of these things have frequently happened naturally in other plants, which suggests that doing them artificially is not out of the question.",1
This drive disrupts a gene called doublesex that controls the differentiation of the sexes.,0
"But transformational technology often opens a Pandora's box of concerns, and CRISPR is no exception.",-1
The first is a piece of RNA that locates a sequence of DNA in an organism's genome that scientists want to alter.,0
.,0
The lentiviral vector used in the study reported today is designed to avoid this outcome.,0
"First, of the 58 embryos manipulated with a gene-editing system called Crispr, the MYBPC3 gene was repaired in 42--a rate of success that's unprecedented in this kind of study.",1
"* * *  I n laboratories around the world, CRISPR has quickly become molecular biologists' favorite tool.",1
"Assuming that as few as 20 elephants were to be used in a mammoth program, efforts to breed more Asian elephants for conservation would probably be derailed.",-1
This time the researchers knew exactly what letters they were putting in but had no idea where they would end up.,0
"Farmer called the book that would make her famous simply “The Boston Cooking School Cookbook.""",1
"November 2015  Drug companies Pfizer and Servier pay Cellectis $40 million for rights to the first ""off the shelf"" T-cell treatment for leukemia.",0
"Since their development in the 1930s, circular particle accelerators have grown from the size of a room to the size of the Large Hadron Collider (lhc), which occupies a 27km loop of tunnel beneath the Franco-Swiss border at cern, Europe's particle-physics laboratory.",0
"But development of these solutions must be done responsibly, considering both the potential benefits and the risks.",1
"In Shenzhen, He Jiankui was listening.",0
"In the dream, a colleague told her that somebody wanted to talk to her about gene editing.",0
"The advantage is that C02 is more concentrated there, but the process still requires a lot of energy and a lot of space.",-1
Trending Pick  Ford rolls out expansion plans: The US automaker announced plans to invest $1.2 billion in three Michigan plans to beef up production of pickups and SUVs.,0
"Mr. Gandall barely earned a high-school diploma, he said, and was rebuffed by almost every college he applied to -- but later gained a bioengineering position at Stanford University.",1
"Ants, like humans, exhibit complex social behavior.",0
"Berkeley has asked the US patent office to reconsider the Broad's patent, setting up what could be an expensive legal battle.",-1
"The sound of ""Start me up"" now echoes around the loading bay; the lorry has departed.",0
Dr. Mitalipov said he believed fine-tuning the process would make at least 90 percent of embryos mutation-free.,1
| Sign up for the Science Times newsletter. ],0
"The proposal for a pool comes from a group called MPEG LA LLC, based in Denver and Chevy Chase, Md.",0
"The original Human Genome Project, which was completed more than a decade ago, aimed at reading the sequence of the three billion letters that make up the genetic code of humans.",0
"The research effort drew together geneticists, stem cell scientists and DMD experts, and used the CRISPR/Cas9 gene-editing technique, which promises to accelerate genetic therapies by making the alteration of genes more precise and efficient.",1
"""However, it is difficult to know how long it will take to carry out the project.",-1
"And yet, it would also mean that science fiction would become reality.",0
"To see the sort of things that this makes possible take a look at the work being done by Sangamo Biosciences, based in Richmond, California, which has been working for a decade on an earlier, more cumbersome gene-editing technology that makes use of what are known as ""zinc fingers"".",-1
"Ultimately, plastics degrade and release the gas into the atmosphere.",-1
Birds that try to eat the insects vomit them back up.,0
He's research had been conducted out of view of the scientific community -- he said at the summit that not even his superiors at the Southern University of Science and Technology were fully aware of his project.,-1
The arrays work together with CRISPR-associated (Cas) proteins to form a bacterial immune system that protects microbes from viral infections.,1
"If all goes well, it could move its earliest drug candidates into clinical trials within 18 to 24 months.",1
"In the latter case, when the last female (Celia) was killed by a falling tree in 2000, her tissue was cloned.",0
"""It's really important for the public to understand what the motivation is for people to do things,"" says Prof Napier.",0
"You'll find people aiming to create the next big breakthrough in batteries, geothermal energy, and fusion power.",1
In the laboratory that may not matter; in people it could cause grave harm.,-1
The enzyme slices through both strands of the DNA double helix.,0
"Tinkering with the DNA of embryonic cells (some of which will develop into reproductive cells capable of passing the mutation on to future generations) is roundly condemned, and the idea of designing babies to order raises a host of ethical dilemmas.",-1
"  Approval of the salmon has been fiercely opposed by some consumer and environmental groups, which have argued that safety studies are inadequate.",-1
China has halted Dr. He’s research and is investigating whether he broke any laws there.,-1
she asks.,0
"This molecular scissors is steered to its genetic target by the second component, a single molecule of RNA.",0
Ms. Phelan emphazises that there's plenty of time to get it right.,1
Not only did some American scientists know about Dr.,0
There's a major contraction in prices in the biotech area more than other areas.,0
"He also formed Emory's Antibiotic Resistance Center, a virtual network of clinicians and basic scientists.",0
"Ultimately, WiFi itself could be replaced by a new superfast alternative called Li-Fi, which uses light to beam information through the air, instead of radio waves.",1
"In October, a landmark study from the Intergovernmental Panel on Climate Change found that CO2 removal would be essential to keep warming below 1.5C, even if countries were to start drastically cutting emissions immediately.",-1
"A small number of Casebia employees have already begun working at CRISPR, Kulkarni added.",0
"Nobel laureate David Baltimore said the study resulting in the birth of two girls showed ""there has been a failure of self-regulation in the scientific community.""",-1
Just bear in mind that it's easier to get accepted to MIT than it is to get accepted as a fecal donor.,0
ASSOCIATED PRESS  MINIMUM WAGE  Supreme Court refuses challenge to Seattle's $15-an-hour minimum wage  The Supreme Court is turning away a challenge to Seattle's $15-an-hour minimum wage from franchise business owners who say the law discriminates against them.,-1
We know nothing more of his fate.,0
"They are setting out to do something that has never been done before, to create the ""Ideal Plant""—one that will help curb global warming.",1
"Tyson Foods Inc. hasn't taken a position on the technology, a spokesman says.",0
"With a new way of manipulating DNA, called the Crispr technique, biologists will soon be able to endow crops with new properties, destroy pest populations like the Zika-carrying mosquitoes and overhaul genomes to improve human health.",1
Or will it?,0
"Does government funding ""crowd out"" some private funding of science and favor some research questions over others, as Mr. Ridley argues?",0
I am afraid I will never know.,-1
Gene-editing trials involving terminally-ill adult humans are ongoing.,0
(It's been more than 500million years since the last common ancestor of humans and octopuses lived.),0
But part of the excitement over the Crispr-Cas9 system is that it is easier to use than previous gene-editing technology.,1
" Headnote  For a core of longevity true believers, the time to intervene is NOW.",0
WSJ: When and why did Jackson Lab convert to using Crispr-cas9 for making the majority of its mouse models?,0
£,0
"  Scientists make New Year's resolutions like the rest of us, but their lists are just a little more ambitious.",1
"Within a few years, Braun predicts, consumers also won't be worried about the difference between gene-edited and conventional foods.",0
"The technology has been embraced by thousands of researchers, in local labs in Kendall Square and around the world.",1
"Biologists are working on the concepts of ""reversal drives"" and ""immunizing drives.""",0
"Meanwhile, some biologists had realized that a variation on their procedure might be able to do something else: prevent diseases that are otherwise incurable.",1
"Perhaps people would respond like mice, gaining protection against disorders like Alzheimer’s disease.",1
"And different antibiotics require different resistance genes; the more a bug needs to use, the greater the costs.",-1
"In 2016, Dr. Doudna's lab published a paper demonstrating how Cas13a may be useful to detect sequences of RNA in a virus.",0
"The approach aims to create human organs within animals, which should reduce the risk of rejection.",0
"We bring a diverse skill set, but we're all pulling the rope in the same direction.",1
Cambridge installed a half-million-dollar toilet near Mass.,0
Follow her on Twitter @sxbegle.,0
"""We are you, 20, 30, 40 years from now.""",0
"A dark, cubicle-lined basement overseas?",0
"""If only because people think of them as closer to humans.""",0
A gene drive should be able to spread through a population even if it is bad for its possessors.,-1
We believe that the potential for applications like these provides a morally compelling argument for committing to this new research agenda.,1
"One is that drastic radiotherapy or chemotherapy is required to wipe out the patient's own immune system, killing all white blood cells, before rebuilding it with transplants from a donor with a rare protein variant called CCR5.",-1
Patients hope strong trial results will make insurance companies more apt to approve them.,1
"The transaction may value the lender between 34 billion koruna ($1.4 billion) and 46 billion koruna, according to J&T Banka AS.",0
But there's a problem: Although the animal abominations get the most attention - rightfully - it seems that very little of the budget went to any other special effect.,-1
"In one example of how researchers could start to limit their work to take account of potential risks, OpenAI last year restricted its release of an unsupervised sentiment neuron — an algorithm that it had trained to understand sentiment by reading reviews on Amazon.",-1
So Kristensson came up with an alternative: ask people who are not disabled to imagine what they would say if they had to communicate by this method.,0
Dr.,0
The work at Ronald's lab on droughttolerant rice varieties is in an early phase.,0
"But the initial public offering, sealed on a day when stocks fell sharply, came at a cost: the Cambridge biotech company priced the shares at $16 apiece, at the bottom of its anticipated range of $16 to $18.",-1
"Mr Wadhwa also predicts a science fiction-like future, but warns the outcome is not a certainty.",-1
"""We need to call it what it is,"" she said.",0
"As for “playing God"" — the argument that it is unethical to change a pig in the way that genome-editing does — she retorts that “the highest moral standard is human life.",-1
"After an IPO drought following the 2008 downturn, biotechs trickled onto the public markets in 2011 and 2012 before flooding them over the next three years.",0
"He's research, the spokesman said.",0
It is one of the companies focused on a technology called Crispr-Cas9 that has raised hopes for future drugs that could home in on specific genes and remove them.,1
"I wanted to work on a staple food crop.""",0
"I am sensitive to their urgency,"" Dr. Yang said.",0
But other participants pressured him to let them conceive.,-1
"Since the arrival of chloroplasts, though, evolution has discovered another way to photosynthesise, using a four-carbon intermediate.",0
"They describe negative emissions as a ""moral hazard par excellence"".",-1
"  A Chinese scientist recently claimed he had produced the world’s first gene-edited babies, setting off a global firestorm.",-1
These differences have long puzzled scientists.,0
Gene drives may also be used to squelch populations of harmful invasive species like rats.,1
"In 2016, Dr. Doudna's lab published a paper demonstrating how Cas13a may be useful to detect sequences of RNA in a virus.",0
Josh Reynolds for The Boston Globe,0
Those infected are therefore on the drugs for life.,-1
Huang's lab results alarmed top Western biologists who reviewed them starting in late 2014.,-1
"In 2014, the Broad paid for its patent applications to be fast-tracked, derailing UC's application and leading to a protracted dispute UC's attorneys argued that the Broad's patents, based on the discovery by Feng Zhang of how to use CRISPR to edit the genomes inside human and other advanced cells, “interfered with"" their own patent application because the Broad's covered an almost identical discovery.",-1
Bao and his team started the work in 2008 using zinc finger nucleases.,0
"Bayer will also take a $35 million minority equity stake in Crispr Therapeutics, according to the companies, which plan to announce their collaborationon Monday.",0
"Meanwhile, longstanding House rules have essentially blocked the amendment process on the floor, meaning bills can't be modified by members of the wider chamber.",-1
"In patent terms, this could mean it was ""obvious"" that CRISPR would work in human cells, and that Zhang's invention might not be worthy of its own patent.",-1
"In 2003 Austin Burt of Imperial College, London, suggested that this might be a way of altering wild animals so that they stop doing things people do not like, such as spreading disease.",1
"And, since such animals are already raised for their flesh and skin, their use to grow more valuable things should meet with no objection beyond squeamishness.",1
"While scientists have generally welcomed the FDA approval of GM salmon, there may be consumer resistance to the fish in the US, where environmental groups are pushing retailers to boycott the product.",-1
His struggle to find a left-coiled mate made him famous.,1
Last updated: 2017-11-23  Database: ProQuest Central  SCIENCE FILE; A breakthrough in gene editing; A tool that enables scientists to easily rewrite genetic code?,1
"""It will have off-target effects.""",-1
Speed is the new watchword in the global biotech hub of Cambridge.,0
"“If anything, these programs are going to move faster within the CRISPR construct.""",1
"For those few gene variations where the evidence is entirely clearcut, there is almost always the possibility of testing embryos produced by IVF and implanting those which lack the fatal defect.",0
"In the past, a few people have controlled robotic arms using brain implants; but by wirelessly connecting brain-reading technologies to electrical stimulators, researchers like Courtine are creating ""neural bypasses"" that could allow the disabled to walk.",1
One way is to pack the gene editing molecules into harmless viruses that infect particular types of cell.,0
"""The objection that people have is a more visceral and vague objection to messing with DNA,"" he said.",-1
"If gene drives like those being worked on at Imperial and elsewhere were to condemn to a similar fate the mosquitoes that spread malaria, a second of humankind's great scourges might be consigned to history.",1
"""Reliance on negative-emission concepts locks in humankind's carbon addiction,"" argued Kevin Anderson and Glen Peters in a 2016 article in the journal Science.",-1
"He moved to East Palo Alto — with 14 red polo shirts — into a house with three nonbiologists, who don’t much notice that DNA is cloned in the corner of his bedroom.",0
Keeping this promise will require more renewable energy research over the next decade.,0
"The transaction will make International Paper the leader in the global market for so-called fluff pulp, ""well ahead"" of Koch Industries Inc.'s Georgia-Pacific, Mark Wilde, an analyst at BMO Capital Markets in New York, said in a note.",1
"Without their approval, the drug cannot legally be sold.",-1
This interview has been condensed and edited for clarity.,0
Caffeine doesn't help.,-1
"He worries U.S. prohibitions might lead to the technology's use in ""unregulated areas, which should not be happening.""",-1
"Infants with X-SCID typically are treated with transplants of blood-forming stem cells, ideally from a genetically matched sibling.",1
"It is being used to tackle inherited diseases and cancer in mice, as well as to create hardier crops and bio-fuels.",1
"Correction: March 13, 2016, Sunday  This article has been revised to reflect the following correction: A picture caption last Sunday with an article about the biotechnology evangelist Randal J. Kirk omitted an explanation of the importance of genetically modifying male mosquitoes rather than females to battle Zika and other mosquito-borne diseases.",0
"But this process is not perfect, Xi said, so workers have to do a second, manual screening to remove female mosquitoes.",0
"""This technology may work against some of them but others may require different types of control.""",0
"The government has opened a translational-medicine centre in Shanghai, where laboratory researchers, clinicians and patients will all be under the same roof and biotech companies encouraged to set up shop next door.",0
"Requests to reconsider were also lodged by residents of the Harbor Towers and the InterContinental condominium developments, both of which are located in the area covered by the plan.",0
"Researchers have yet to determine exactly how amphibians do this, but one theory is that it happens through a process of epigenetic resetting similar to what the Yamanaka factors achieve, though more limited in scope.",0
Lightbulbs would act as routers for this technology.,0
"Many, if not most, of the traits that future parents might hope to alter in their kids may also be too complex or poorly understood to make reasonable targets for intervention.",-1
"But, he says, the investment also will make it easier on human pickers, which he hopes will expand the labor pool while robotic technologies mature enough to be commercialized.",1
"It won two of the authors of the Science paper--Jennifer Doudna, of the University of California, Berkeley, and Emmanuelle Charpentier, of the Helmholtz Centre for Infection Research, in Germany--a $3m Breakthrough Prize in 2014.",1
"In a recent interview, Mr. Gandall, now 18 and a research fellow at Stanford, said he only wants to ensure open access to gene-editing technology, believing future biotech discoveries may come from the least expected minds.",1
The extent of that transformation will depend on variations in regulation around the world.,0
"Mice genetically engineered to express the human cystic fibrosis gene, for instance, don't develop that disease's characteristic lung problems, and mice don't mimic human neurological and psychiatric diseases such as schizophrenia and autism very well.",-1
"""It may result in a number of unforeseen consequences that are unsafe for people and the environment — and rushing them into the ecosystem could create a grave problem down the line.""",-1
"“I'd have thought that I would have been involved in that kind of conversation, but it didn't tend to go in that direction.",0
"Among these have been found borax, boracic acid, salicylic acid, benzoic acid, potassium chromate, and carbonate of soda.""",0
"Without it, your biceps, calf muscles, and diaphragm slowly turn to a fatlike substance.",0
"UC Berkeley contested his claims, and proceedings began last week at the federal Patent Trial and Appeal Board to determine who invented the technique first.",-1
"ETC Group, an international technology monitoring organisation based in Canada, points out that the US government's Defence Advanced Research Projects Agency is the world's biggest funder of work on the technology.",1
Our ability to manipulate the genome may outpace our understanding of it.,-1
"Bayer's otherjoint ventures include two other Massachusetts startups, BlueRock Therapeutics and Joyn Bio.",0
"But at-home biohackers can start with DNA Playground from Amino Labs, an Easy Bake genetic oven that costs less than an iPad, or The Odin's Crispr gene-editing kit for $159.",0
"Troy Seidle, director of research and toxicology at Humane Society International, called for an outright ban on the genetic manipulation of monkeys.",-1
He made no immediate public comment.,0
The company tested three separate triple combo drugs in the recent trials.,0
"Last year, the Collins lab published a paper on its Crispr Zika diagnostic.",0
"Improved sensors  Several startups are working on next-generation picking machines that can move autonomously and handle delicate items, but all are years away from commercialization.",0
Just as important is whether it would facilitate a deeper consideration of the ethical and moral issues surrounding clinical uses of germline editing from people with diverse perspectives.,-1
"Ms. Zheng says the proposal, which she received a day in advance, ""was too much to finish reading.""",-1
.,0
"As the virus spread across the Americas, public-health officials issued travel advisories for pregnant women.",-1
MADE IN BOISE  The title city of Beth Aala's film is not only the capital of the deep-red state of Idaho but also of the burgeoning industry of surrogate motherhood.,0
The main motivation is to reduce the human suffering from illness.,1
But an article published in the journal Nature Biotechnology in July suggests that Crispr might cause greater damage than previously understood -- including changes in genes other than those intended.,-1
"It might also be used to produce new classes of antiviral treatment, and thus curb infectious disease.",1
The procedure worked.,1
"The terrain is rough, the weather unpredictable and the elevations a challenge during a race that takes place amid the foothills of the Andes in Argentina.",0
"  LONDON -- A U.K. regulator on Monday gave the green light to scientists to genetically modify human embryos as part of fertility research, putting Britain on course to be among the first countries to approve an experiment with the controversial genome-editing technique.",1
The opioid crisis continued with overdose deaths from prescription painkillers reaching all-time highs.,-1
"Shaun Foy, who was the company's founding chief financial officer, said CRISPR Therapeutics has enough private cash to advance its internal goals and has cemented relationships with larger drug makers to help out with the projects too big for its team.",1
We should all have a say in how this life-changing tech is used  Two little girls called Lulu and Nana celebrate their first birthday this month.,0
Plant scientists are careful to note that no magical gene can be inserted into a crop to make it drought tolerant or to increase its yield even resistance to a disease typically requires multiple genetic changes.,-1
"ASSOCIATED PRESS  HEALTH SUPPLEMENTS  GNC may be looking for sell itself  GNC Holdings, the vitamins and health-supplement chain with 9,000 stores, may be looking to sell itself.",0
"During the final sprint, Zhang recruited additional members of his growing lab, an approach his colleagues compare to that at tech start-ups: He recognizes a killer app and throws bodies into the fray like a general calling up infantry.",0
"""Photosynthesis is the most effective way to sequester carbon,"" says Ilkka Herlin, a Finnish billionaire who runs Cargotec, a container logistics company.",1
"UC, as what is called the ""senior party"" in the case -- the one that filed for a CRISPR patent first -- would initiate settlement talks ""if they were interested in it,"" Trybus said, ""but we have not had that opportunity one way or the other to discuss settlement.""",0
"Some faith communities were quicker to accept assisted reproduction - including within the Hindu, Buddhist and Protestant traditions.",1
"The project has four lead organizers: Jef Boeke, director of the Institute for Systems Genetics at the NYU Langone Medical Center; George Church, a geneticist at Harvard Medical School; Andrew Hessel, a researcher with the company Autodesk; and Nancy J. Kelley, formerly executive director of the New York Genome Center, who will be the top executive for the project.",0
"Federal agencies have not yet said how they intend to regulate gene-edited foods, and the incoming Trump administration, while criticizing overregulation in general, has not weighed in.",0
But continued oversight by an international consortium of scientists and bioethicists is critical.,0
Scientists have edited mice’s genomes and removed HIV completely.,1
"If Schlomer didn't get pregnant or they opted to stop, they would get a refund.",0
"Recent news has also hinted at the promise of the gene-editing technology CRISPR to treat sickle cell disease, but only one patient in the United States has been treated so far, and it will be some time before results can show if it can be more widely used.",-1
"One reason for that is the emergence of MRSA (pictured being attacked by a white blood cell)--a variety of Staphylococcus aureus that cannot be killed with methicillin, one of penicillin's most effective descendants.",-1
"Developed by GlaxoSmithKline, a drugs firm, and the Malaria Vaccine Initiative, an American non-profit organisation, RTS,S works, but not terribly well.",-1
"In 2017, the US Food and Drug Administration sent Life Extension a warning by nextday air, noting over 400 products on sale with ""various"" unproven health and life extension claims.",-1
"""The first gene-edited baby was going to be a disturbing event, no matter what.",-1
"“We are willing to take on hard problems and find new ways of doing things,"" he said.",1
"If we can test for these chromosome abnormalities [like Down’s syndrome], are we going to go further, are we going to say well, this child looks as though it is going to have a high risk of schizophrenia so let’s terminate?”  But it isn’t only our own species that is under the influence of human desires.",-1
They then simulated the release of Anopheles gambiae with a driving-Y gene drive.,0
carolyn.johnson@washpost.com  Credit: Carolyn Y. Johnson,0
"Even now, he did not want to recall the international censure his first embryo-editing report had generated, nor the towering pile of inquiries that flowed into his in-box.",-1
Look at any city street.,0
"Let me bear some of your risk with you.""",-1
"Treating a patient's muscle stem cells could produce a more permanent result than changing ordinary muscle cells, which turn over at a brisk rate in muscular dystrophy patients, though not in healthy people.",0
"Intermittent scenes of the preparations for a dramatic adaptation of Ta-Nehisi Coates's book “Between the World and Me"" suggest that it still aspires to the latter.",0
"The Crispr-Cas9 procedure is more efficient than previous DNA technology, lowers costs and is expected to accelerate genetic engineering across the board.",1
"The researchers involved, Hong Ma of Oregon Health & Science University and her colleagues, obtained sperm donated by a man who carries a mutated version of a gene called MYBPC3 that causes hypertrophic cardiomyopathy (HCM), a condition in which the walls of the heart grow too thick.",-1
Credit: By David Baltimore And Paul Berg,0
"The unifying characteristics are all the same: drive, inability to play well with others, decisiveness, general indifference to reason on occasion.",0
"Dr. Hurlbut said the Chinese scientist expressed incredulity, asking: ""You mean something as small as this is as valuable as my 2-year-old daughter?""",1
"Children usually return to normal between crises, but teenagers and adults may suffer chronic pain.",-1
"Paul Q. Thomas, a professor at the University of Adelaide and senior author of one of the Nature criticisms, said his group replicated the experiment using mice embryos.",0
"When Chinese researchers deleted a gene that limits muscle growth in mammals so that rabbits would grow leaner, their creations exhibited an unusual characteristic: enlarged tongues.",0
"Some CRISPR systems include an additional piece of DNA that the cell can use to fix the break, thereby allowing scientists to rewrite genetic code.",0
But notes and chart inputs made their way automatically into a database and were synched with video recordings of each session.,0
"Clinicians point to the remarkable success of antiretroviral therapy, or ART — conventional drugs taken by mouth once a day — in suppressing HIV to lev-els that are undetectable by normal clinical testing and have no effect on the patient's health.",1
"""I thought there must be better ways.""",1
There can still be unintended consequences.”  Credit: Jonathan Watts in Sharm el-Sheikh,-1
"It has to go in that order.""",0
"And the Oxitec mosquitoes, while not something Intrexon developed itself, offer a bonus that Mr. Kirk could not have predicted.",1
"The trial, which will include the Collins lab, five labs in Latin America, and others, will test the diagnostic on patient samples in Ecuador, Brazil and Colombia.",0
"More than 50% of the blood cells in his bone marrow were myeloblasts, or blasts for short, dysfunctional immature cells that are a hallmark of the disease.",-1
"I later got tested and discovered that I, too, was a carrier of the same mutation: 1466DelT.",0
"In an October interview after his address to a CEO Colloquium luncheon in Boston, Bayer chief executive Marijn Dekkers, who formerly ran Thermo Fisher Scientific Inc. in Waltham, said Bayer was in ""advanced stages of discussion"" about opening a Massachusetts site that would focus on collaborations.  '",0
"""It's not so much that we have a different ethical system but that China is relatively new to this field, and there are not enough laws and restrictions in place,"" he says.",-1
"""When you talk to people who are a bit worried [about genetic engineering], one of the things they will come up with is that, it's all in the hands of the big three or four multinational companies,"" says Professor Wendy Harwood of the John Innes Centre, a research lab in Norwich, a city at the centre of plant science in the UK.",-1
"Oxbryta, a once-daily pill from Global Blood Therapeutics Inc., blocks a process in blood cells that can lead to anemia and organ damage, hallmarks of sickle cell disease.",0
Researchers have been exploring how to ensure Crispr-Cas9 finds and edits the correct cellsonce inside a body.,0
"But it lacked fingers, and still had a short fringe of fin rays.",0
"""We""-- a word Zhang emphasized -- ""showed we could edit the human genome.""",1
"The second mutation let the flies withstand even more toxins, and the third made them entirely resistant.",0
"The third method is to capture CO2 emissions at their source, forexamplein the smokestack of a power plant, then inject it underground.",0
"The most persuasive criticism, however, may simply be that existing transgenic crops have done little to guarantee the future of the world's food supply in the face of climate change and a growing population.",-1
"China has set its sights on becoming a leader in science, pouring millions of dollars into research projects and luring back top Western-educated Chinese talent.",1
"Sebastian Cocioba, who operates a laboratory in a spare bedroom where he lives in New York, says he has a ""go-to contact"" in the FBI's regional field office.",0
"China also has strategic strengths, such as cheaper overheads and a hightech manufacturing industry that could help push down the cost of making a Car-T for each individual patient.",1
Popa's breakthrough work started with practical database systems that could work on encrypted data.,1
"“Everything we saw in the lab played out in the clinic,"" Leiden said.",0
"""The lack of transparency and disregard for risk are deeply concerning,"" Doudna said.",-1
Wadongo feared that the technology would be less likely to take hold if the lamps were simply given to people who had no financial stake in them.,-1
And no one is sure how much carbon actually makes it to the bottom.,0
Sharon Begley can be reached at sharon.begley@statnews.com.,0
"Gene-editing startups harness newfound ability to make precise changes to the genetic code, a capability that could lead to treatments or cures for various rare genetic disorders and common diseases.",1
"""I don't know that we can blame the cows.",0
A spokesman for Dr.,0
  Scientists have long known what causes sickle-cell disease and its devastating effects: a single mutation in one errant gene.,-1
"It was the biggest such disaster in US history, and Zachary Graves-Miller's riveting documentary combines archival material and interviews with experts such as Kevin Cullen of the Globe and former mayor Ray Flynn to investigate the criminal corruption and incompetence that led to the disaster and the subsequent safety reforms and advances in the treatment of burns.",-1
"One of the applications it is working on is for tinnitus, a persistent internal noise in the ears of sufferers which is often caused by overactivity in the auditory cortex.",-1
"The technology is known as CRISPR-Cas9, or just CRISPR.",0
"""If we know we can eliminate the disease and we don't, it is in my mind animal cruelty,"" he said.",-1
A team of Harvard researchers realized that a two-year-old genome-editing technology called CRISPR would probably make it possible to engineer gene drives that target a wider range of genes in a wider range of species.,0
"This means that where the gene controls vertical stripes in other wild butterflies, WntA traces the veins of monarch wings in black, Martin said.",0
"Crispr-Cas9 attracted notoriety in April, when Chinese scientists reported trying to repair the genes that cause beta thalassemia in 86 human embryos obtained from a fertilization clinic.",0
But her team at Columbia is now improving the algorithms so that the method works without this treatment.,1
"If you would like your comment to be considered for inclusion on Weekend magazine’s letters page in print, please email weekend@theguardian.com, including your name and address (not for publication).",0
"For drug trials, a company can begin preparing for a field-test just a year or two in advance.",0
  Some of the greatest benefactors of our species are not the recognized do-gooders but those paid to satisfy their curiosity: the scientists.,1
"A 12th-century French Franciscan friar named Jean de Roquetaillade believed humans would need to master the art of alchemy to fight off the forces of the Antichrist, while Roger Bacon, a 13th-century English friar, attempted to develop an elixir of life that would replicate the effects of the resurrection as described in the New Testament.",0
"The treatment has been tried on only one patient so far, with limited follow-up time.",0
"Last year he harvested 500 acres of soyabeans grown from seeds supplied by Calyxt, a subsidiary of French biotech group Cellectis.",0
The Broad Institute is the only party in the dispute that currently owns a U.S. patent for a Crispr-related invention.,0
They experienced substantial improvements in immune system function and were growing normally up to two years after treatment.,1
Each one has its own purpose and particular flavor.,0
"Eventually, patients' cells will regenerate around the implanted valves.",1
"There were the vulgar boasts about groping women, and the nation's willingness to overlook all those factors in electing Trump over his opponent, the first woman ever nominated for president by a major political party.",-1
So a bacterium that can consume even one kind of plastic could become a desperately needed ally in the struggle to stop the oceans being choked with plastic waste.,-1
